state,zip_code,locations,active_locations,inactive_locations,unknown_status_locations,kroger_banner_locations,brands
OH,43160,1,1,0,0,1,1
OH,43201,1,1,0,0,1,1
OH,43205,1,1,0,0,1,1
OH,43212,1,1,0,0,1,1
OH,43215,1,1,0,0,1,1
OH,43217,1,1,0,0,1,1
OH,43220,1,1,0,0,1,1
OH,43223,1,1,0,0,1,1
OH,43229,1,1,0,0,1,1
OH,43235,1,1,0,0,1,1
OH,43240,1,1,0,0,1,1
OH,43311,1,1,0,0,1,1
OH,43338,1,1,0,0,1,1
OH,43402,1,1,0,0,1,1
OH,43452,1,1,0,0,1,1
OH,43512,1,1,0,0,1,1
OH,43528,1,1,0,0,1,1
OH,43537,1,1,0,0,1,1
OH,43551,1,1,0,0,1,1
OH,43558,1,1,0,0,1,1
OH,43566,1,1,0,0,1,1
OH,43611,1,1,0,0,1,1
OH,43612,1,1,0,0,1,1
OH,43614,1,1,0,0,1,1
OH,43615,1,1,0,0,1,1
OH,43616,1,1,0,0,1,1
OH,43701,1,1,0,0,1,1
OH,43756,1,1,0,0,1,1
OH,43764,1,1,0,0,1,1
OH,43906,1,1,0,0,1,1
OH,43935,1,1,0,0,1,1
OH,43950,1,1,0,0,1,1
OH,43952,1,1,0,0,1,1
OH,43953,1,1,0,0,1,1
OH,44820,1,1,0,0,1,1
OH,44830,1,1,0,0,1,1
OH,44870,1,1,0,0,1,1
OH,44883,1,1,0,0,1,1
OH,44905,1,1,0,0,1,1
OH,44906,1,1,0,0,1,1
OH,44907,1,1,0,0,1,1
OH,45002,1,1,0,0,1,1
OH,45005,1,1,0,0,1,1
OH,45013,1,1,0,0,1,1
OH,45014,1,1,0,0,1,1
OH,45030,1,1,0,0,1,1
OH,45036,1,1,0,0,1,1
OH,45050,1,1,0,0,1,1
OH,45056,1,1,0,0,1,1
OH,45066,1,1,0,0,1,1
OH,45102,1,1,0,0,1,1
OH,45107,1,1,0,0,1,1
OH,45122,1,1,0,0,1,1
OH,45133,1,1,0,0,1,1
OH,45154,1,1,0,0,1,1
OH,45177,1,1,0,0,1,1
OH,45205,1,1,0,0,1,1
OH,45211,1,1,0,0,1,1
OH,45212,1,1,0,0,1,1
OH,45215,1,1,0,0,1,1
OH,45216,1,1,0,0,1,1
OH,45219,1,1,0,0,1,1
OH,45227,1,1,0,0,1,1
OH,45230,1,1,0,0,1,1
OH,45232,1,1,0,0,1,1
OH,45236,1,1,0,0,1,1
OH,45239,1,1,0,0,1,1
OH,45240,1,1,0,0,1,1
OH,45241,1,1,0,0,1,1
OH,45242,1,1,0,0,1,1
OH,45243,1,1,0,0,1,1
OH,45244,1,1,0,0,1,1
OH,45245,1,1,0,0,1,1
OH,45248,1,1,0,0,1,1
OH,45249,1,1,0,0,1,1
OH,45251,1,1,0,0,1,1
OH,45320,1,1,0,0,1,1
OH,45322,1,1,0,0,1,1
OH,45324,1,1,0,0,1,1
OH,45331,1,1,0,0,1,1
OH,45356,1,1,0,0,1,1
OH,45365,1,1,0,0,1,1
OH,45373,1,1,0,0,1,1
OH,45377,1,1,0,0,1,1
OH,45385,1,1,0,0,1,1
OH,45406,1,1,0,0,1,1
OH,45410,1,1,0,0,1,1
OH,45414,1,1,0,0,1,1
OH,45420,1,1,0,0,1,1
OH,45429,1,1,0,0,1,1
OH,45431,1,1,0,0,1,1
OH,45434,1,1,0,0,1,1
OH,45440,1,1,0,0,1,1
OH,45458,1,1,0,0,1,1
OH,45504,1,1,0,0,1,1
OH,45640,1,1,0,0,1,1
OH,45662,1,1,0,0,1,1
OH,45669,1,1,0,0,1,1
OH,45690,1,1,0,0,1,1
OH,45694,1,1,0,0,1,1
OH,45701,1,1,0,0,1,1
OH,45714,1,1,0,0,1,1
OH,45764,1,1,0,0,1,1
OH,45782,1,1,0,0,1,1
OH,45801,1,1,0,0,0,1
OH,45805,1,1,0,0,0,1
OH,45822,1,1,0,0,0,1
OH,45885,1,1,0,0,1,1
OH,45891,1,1,0,0,0,1
OR,97005,1,1,0,0,0,1
OR,97006,1,1,0,0,0,1
OR,97013,1,1,0,0,0,1
OR,97045,1,1,0,0,0,1
OR,97055,1,1,0,0,0,1
OR,97056,1,1,0,0,0,1
OR,97058,1,1,0,0,0,1
OR,97060,1,1,0,0,0,1
OR,97062,1,1,0,0,0,1
OR,97070,1,1,0,0,0,1
OR,97080,1,1,0,0,0,1
OR,97086,1,1,0,0,0,1
OR,97113,1,1,0,0,0,1
OR,97124,1,1,0,0,0,1
OR,97129,1,1,0,0,0,1
OR,97132,1,1,0,0,0,1
OR,97141,1,1,0,0,0,1
OR,97146,1,1,0,0,0,1
OR,97202,1,1,0,0,0,1
OR,97203,1,1,0,0,0,1
OR,97209,1,1,0,0,0,1
OR,97213,1,1,0,0,0,1
OR,97214,1,1,0,0,0,1
OR,97215,1,1,0,0,0,1
OR,97217,1,1,0,0,0,1
OR,97219,1,1,0,0,0,1
OR,97223,1,1,0,0,0,1
OR,97229,1,1,0,0,0,1
OR,97232,1,1,0,0,0,1
OR,97236,1,1,0,0,0,1
OR,97267,1,1,0,0,0,1
OR,97301,1,1,0,0,0,1
OR,97302,1,1,0,0,0,1
OR,97303,1,1,0,0,0,1
OR,97322,1,1,0,0,0,1
OR,97330,1,1,0,0,0,1
OR,97365,1,1,0,0,0,1
OR,97402,1,1,0,0,0,1
OR,97404,1,1,0,0,0,1
OR,97415,1,1,0,0,0,1
OR,97420,1,1,0,0,0,1
OR,97439,1,1,0,0,0,1
OR,97471,1,1,0,0,0,1
OR,97477,1,1,0,0,0,1
OR,97501,1,1,0,0,0,1
OR,97504,1,1,0,0,0,1
OR,97526,1,1,0,0,0,1
OR,97603,1,1,0,0,0,1
OR,97702,1,1,0,0,0,1
OR,97756,1,1,0,0,0,1
SC,29063,1,1,0,0,1,1
SC,29203,1,1,0,0,1,1
SC,29204,1,1,0,0,1,1
SC,29229,1,1,0,0,1,1
SC,29401,1,1,0,0,0,1
SC,29414,1,1,0,0,0,1
SC,29451,1,1,0,0,0,1
SC,29455,1,1,0,0,0,1
SC,29486,1,1,0,0,0,1
SC,29501,1,1,0,0,0,1
SC,29572,1,1,0,0,1,1
SC,29576,1,1,0,0,1,1
SC,29579,1,1,0,0,1,1
SC,29582,1,1,0,0,1,1
SC,29605,1,1,0,0,0,1
SC,29609,1,1,0,0,0,1
SC,29650,1,1,0,0,0,1
SC,29707,1,1,0,0,0,1
SC,29715,1,1,0,0,0,1
SC,29732,1,1,0,0,0,1
SC,29803,1,1,0,0,1,1
SC,29841,1,1,0,0,1,1
SC,29907,1,1,0,0,0,1
SC,29926,1,1,0,0,0,1
TN,37013,1,1,0,0,1,1
TN,37055,1,1,0,0,1,1
TN,37067,1,1,0,0,1,1
TN,37072,1,1,0,0,1,1
TN,37086,1,1,0,0,1,1
TN,37087,1,1,0,0,1,1
TN,37091,1,1,0,0,1,1
TN,37110,1,1,0,0,1,1
TN,37115,1,1,0,0,1,1
TN,37127,1,1,0,0,1,1
TN,37130,1,1,0,0,1,1
TN,37160,1,1,0,0,1,1
TN,37167,1,1,0,0,1,1
TN,37172,1,1,0,0,1,1
TN,37174,1,1,0,0,1,1
TN,37179,1,1,0,0,1,1
TN,37188,1,1,0,0,1,1
TN,37206,1,1,0,0,1,1
TN,37208,1,1,0,0,1,1
TN,37209,1,1,0,0,1,1
TN,37212,1,1,0,0,1,1
TN,37214,1,1,0,0,1,1
TN,37215,1,1,0,0,1,1
TN,37216,1,1,0,0,1,1
TN,37217,1,1,0,0,1,1
TN,37218,1,1,0,0,1,1
TN,37324,1,1,0,0,1,1
TN,37388,1,1,0,0,1,1
TN,37701,1,1,0,0,1,1
TN,37748,1,1,0,0,1,1
TN,37801,1,1,0,0,1,1
TN,37830,1,1,0,0,1,1
TN,37849,1,1,0,0,1,1
TN,37863,1,1,0,0,1,1
TN,37865,1,1,0,0,1,1
TN,37876,1,1,0,0,1,1
TN,37912,1,1,0,0,1,1
TN,37914,1,1,0,0,1,1
TN,37917,1,1,0,0,1,1
TN,37918,1,1,0,0,1,1
TN,37919,1,1,0,0,1,1
TN,37920,1,1,0,0,1,1
TN,37923,1,1,0,0,1,1
TN,37934,1,1,0,0,1,1
TN,38004,1,1,0,0,1,1
TN,38016,1,1,0,0,1,1
TN,38024,1,1,0,0,1,1
TN,38053,1,1,0,0,1,1
TN,38060,1,1,0,0,1,1
TN,38111,1,1,0,0,1,1
TN,38116,1,1,0,0,1,1
TN,38119,1,1,0,0,1,1
TN,38122,1,1,0,0,1,1
TN,38125,1,1,0,0,1,1
TN,38127,1,1,0,0,1,1
TN,38128,1,1,0,0,1,1
TN,38133,1,1,0,0,1,1
TN,38141,1,1,0,0,1,1
TN,38237,1,1,0,0,0,1
TN,38242,1,1,0,0,1,1
TN,38358,1,1,0,0,0,1
TN,38372,1,1,0,0,1,1
TN,38464,1,1,0,0,1,1
TN,38501,1,1,0,0,1,1
TN,38555,1,1,0,0,1,1
TN,38558,1,1,0,0,1,1
TX,75001,1,1,0,0,1,1
TX,75007,1,1,0,0,1,1
TX,75013,1,1,0,0,1,1
TX,75019,1,1,0,0,1,1
TX,75024,1,1,0,0,1,1
TX,75025,1,1,0,0,1,1
TX,75032,1,1,0,0,1,1
TX,75035,1,1,0,0,1,1
TX,75042,1,1,0,0,1,1
TX,75044,1,1,0,0,1,1
TX,75048,1,1,0,0,1,1
TX,75051,1,1,0,0,1,1
TX,75052,1,1,0,0,1,1
TX,75056,1,1,0,0,1,1
TX,75060,1,1,0,0,1,1
TX,75061,1,1,0,0,1,1
TX,75062,1,1,0,0,1,1
TX,75063,1,1,0,0,1,1
TX,75068,1,1,0,0,1,1
TX,75071,1,1,0,0,1,1
TX,75074,1,1,0,0,1,1
TX,75075,1,1,0,0,1,1
TX,75080,1,1,0,0,1,1
TX,75081,1,1,0,0,1,1
TX,75087,1,1,0,0,1,1
TX,75090,1,1,0,0,1,1
TX,75093,1,1,0,0,1,1
TX,75098,1,1,0,0,1,1
TX,75104,1,1,0,0,1,1
TX,75115,1,1,0,0,1,1
TX,75116,1,1,0,0,1,1
TX,75126,1,1,0,0,1,1
TX,75149,1,1,0,0,1,1
TX,75150,1,1,0,0,1,1
TX,75180,1,1,0,0,1,1
TX,75181,1,1,0,0,1,1
TX,75204,1,1,0,0,1,1
TX,75206,1,1,0,0,1,1
TX,75219,1,1,0,0,1,1
TX,75224,1,1,0,0,1,1
TX,75235,1,1,0,0,1,1
TX,75238,1,1,0,0,1,1
TX,75241,1,1,0,0,1,1
TX,75243,1,1,0,0,1,1
TX,75248,1,1,0,0,1,1
TX,75287,1,1,0,0,1,1
TX,75454,1,1,0,0,1,1
TX,75460,1,1,0,0,1,1
TX,75601,1,1,0,0,1,1
TX,75654,1,1,0,0,1,1
TX,75670,1,1,0,0,1,1
TX,75801,1,1,0,0,1,1
TX,75961,1,1,0,0,1,1
TX,75965,1,1,0,0,1,1
TX,76006,1,1,0,0,1,1
TX,76012,1,1,0,0,1,1
TX,76014,1,1,0,0,1,1
TX,76016,1,1,0,0,1,1
TX,76018,1,1,0,0,1,1
TX,76021,1,1,0,0,1,1
TX,76028,1,1,0,0,1,1
TX,76033,1,1,0,0,1,1
TX,76036,1,1,0,0,1,1
TX,76039,1,1,0,0,1,1
TX,76049,1,1,0,0,1,1
TX,76053,1,1,0,0,1,1
TX,76065,1,1,0,0,1,1
TX,76092,1,1,0,0,1,1
TX,76109,1,1,0,0,1,1
TX,76116,1,1,0,0,1,1
TX,76133,1,1,0,0,1,1
TX,76137,1,1,0,0,1,1
TX,76177,1,1,0,0,1,1
TX,76179,1,1,0,0,1,1
TX,76182,1,1,0,0,1,1
TX,76201,1,1,0,0,1,1
TX,76205,1,1,0,0,1,1
TX,76210,1,1,0,0,1,1
TX,76226,1,1,0,0,1,1
TX,76227,1,1,0,0,1,1
TX,77005,1,1,0,0,1,1
TX,77007,1,1,0,0,1,1
TX,77008,1,1,0,0,1,1
TX,77018,1,1,0,0,1,1
TX,77019,1,1,0,0,1,1
TX,77023,1,1,0,0,1,1
TX,77030,1,1,0,0,1,1
TX,77035,1,1,0,0,1,1
TX,77041,1,1,0,0,1,1
TX,77042,1,1,0,0,1,1
TX,77044,1,1,0,0,1,1
TX,77055,1,1,0,0,1,1
TX,77057,1,1,0,0,1,1
TX,77064,1,1,0,0,1,1
TX,77079,1,1,0,0,1,1
TX,77083,1,1,0,0,1,1
TX,77086,1,1,0,0,1,1
TX,77087,1,1,0,0,1,1
TX,77089,1,1,0,0,1,1
TX,77090,1,1,0,0,1,1
TX,77095,1,1,0,0,1,1
TX,77301,1,1,0,0,1,1
TX,77304,1,1,0,0,1,1
TX,77318,1,1,0,0,1,1
TX,77338,1,1,0,0,1,1
TX,77339,1,1,0,0,1,1
TX,77340,1,1,0,0,1,1
TX,77345,1,1,0,0,1,1
TX,77346,1,1,0,0,1,1
TX,77354,1,1,0,0,1,1
TX,77356,1,1,0,0,1,1
TX,77357,1,1,0,0,1,1
TX,77373,1,1,0,0,1,1
TX,77375,1,1,0,0,1,1
TX,77377,1,1,0,0,1,1
TX,77381,1,1,0,0,1,1
TX,77382,1,1,0,0,1,1
TX,77389,1,1,0,0,1,1
TX,77396,1,1,0,0,1,1
TX,77406,1,1,0,0,1,1
TX,77450,1,1,0,0,1,1
TX,77471,1,1,0,0,1,1
TX,77498,1,1,0,0,1,1
TX,77504,1,1,0,0,1,1
TX,77505,1,1,0,0,1,1
TX,77506,1,1,0,0,1,1
TX,77511,1,1,0,0,1,1
TX,77515,1,1,0,0,1,1
TX,77520,1,1,0,0,1,1
TX,77521,1,1,0,0,1,1
TX,77531,1,1,0,0,1,1
TX,77551,1,1,0,0,1,1
TX,77571,1,1,0,0,1,1
TX,77584,1,1,0,0,1,1
TX,77586,1,1,0,0,1,1
TX,77590,1,1,0,0,1,1
TX,77630,1,1,0,0,1,1
TX,77706,1,1,0,0,1,1
TX,77707,1,1,0,0,1,1
TX,77808,1,1,0,0,1,1
TX,77845,1,1,0,0,1,1
UT,84009,1,1,0,0,0,1
UT,84020,1,1,0,0,0,1
UT,84025,1,1,0,0,0,1
UT,84032,1,1,0,0,0,1
UT,84037,1,1,0,0,0,1
UT,84040,1,1,0,0,0,1
UT,84043,1,1,0,0,0,1
UT,84044,1,1,0,0,0,1
UT,84045,1,1,0,0,0,1
UT,84047,1,1,0,0,0,1
UT,84048,1,1,0,0,0,1
UT,84058,1,1,0,0,0,1
UT,84062,1,1,0,0,0,1
UT,84065,1,1,0,0,0,1
UT,84074,1,1,0,0,0,1
UT,84075,1,1,0,0,0,1
UT,84078,1,1,0,0,0,1
UT,84081,1,1,0,0,0,1
UT,84084,1,1,0,0,0,1
UT,84093,1,1,0,0,0,1
UT,84094,1,1,0,0,0,1
UT,84095,1,1,0,0,0,1
UT,84096,1,1,0,0,0,1
UT,84098,1,1,0,0,0,1
UT,84103,1,1,0,0,0,1
UT,84104,1,1,0,0,0,1
UT,84106,1,1,0,0,0,1
UT,84107,1,1,0,0,0,1
UT,84109,1,1,0,0,0,1
UT,84116,1,1,0,0,0,1
UT,84120,1,1,0,0,0,1
UT,84121,1,1,0,0,0,1
UT,84128,1,1,0,0,0,1
UT,84302,1,1,0,0,0,1
UT,84403,1,1,0,0,0,1
UT,84404,1,1,0,0,0,1
UT,84414,1,1,0,0,0,1
UT,84501,1,1,0,0,0,1
UT,84532,1,1,0,0,0,1
UT,84601,1,1,0,0,0,1
UT,84651,1,1,0,0,0,1
UT,84663,1,1,0,0,0,1
UT,84720,1,1,0,0,0,1
UT,84770,1,1,0,0,0,1
VA,20105,1,1,0,0,0,1
VA,20110,1,1,0,0,0,1
VA,20112,1,1,0,0,0,1
VA,20132,1,1,0,0,0,1
VA,20136,1,1,0,0,0,1
VA,20152,1,1,0,0,0,1
VA,20155,1,1,0,0,0,1
VA,20164,1,1,0,0,0,1
VA,20171,1,1,0,0,0,1
VA,20176,1,1,0,0,0,1
VA,20186,1,1,0,0,0,1
VA,20190,1,1,0,0,0,1
VA,22033,1,1,0,0,0,1
VA,22041,1,1,0,0,0,1
VA,22046,1,1,0,0,0,1
VA,22180,1,1,0,0,0,1
VA,22202,1,1,0,0,0,1
VA,22203,1,1,0,0,0,1
VA,22206,1,1,0,0,0,1
VA,22207,1,1,0,0,0,1
VA,22302,1,1,0,0,0,1
VA,22304,1,1,0,0,0,1
VA,22314,1,1,0,0,0,1
VA,22801,1,1,0,0,1,1
VA,22901,1,1,0,0,1,1
VA,22911,1,1,0,0,0,1
VA,22980,1,1,0,0,1,1
VA,23072,1,1,0,0,1,1
VA,23111,1,1,0,0,1,1
VA,23112,1,1,0,0,1,1
VA,23116,1,1,0,0,1,1
VA,23188,1,1,0,0,0,1
VA,23220,1,1,0,0,1,1
VA,23221,1,1,0,0,1,1
VA,23225,1,1,0,0,1,1
VA,23228,1,1,0,0,1,1
VA,23229,1,1,0,0,1,1
VA,23230,1,1,0,0,1,1
VA,23231,1,1,0,0,1,1
VA,23233,1,1,0,0,1,1
VA,23235,1,1,0,0,1,1
VA,23238,1,1,0,0,1,1
VA,23294,1,1,0,0,1,1
VA,23430,1,1,0,0,1,1
VA,23434,1,1,0,0,1,1
VA,23462,1,1,0,0,0,1
VA,23503,1,1,0,0,0,1
VA,23505,1,1,0,0,0,1
VA,23517,1,1,0,0,0,1
VA,23606,1,1,0,0,0,1
VA,23666,1,1,0,0,1,1
VA,23669,1,1,0,0,0,1
VA,23692,1,1,0,0,1,1
VA,23693,1,1,0,0,1,1
VA,23703,1,1,0,0,0,1
VA,23707,1,1,0,0,1,1
VA,24015,1,1,0,0,1,1
VA,24019,1,1,0,0,1,1
VA,24073,1,1,0,0,1,1
VA,24083,1,1,0,0,1,1
VA,24101,1,1,0,0,1,1
VA,24112,1,1,0,0,1,1
VA,24141,1,1,0,0,1,1
VA,24151,1,1,0,0,1,1
VA,24179,1,1,0,0,1,1
VA,24201,1,1,0,0,1,1
VA,24401,1,1,0,0,1,1
VA,24422,1,1,0,0,1,1
VA,24450,1,1,0,0,1,1
VA,24503,1,1,0,0,1,1
VA,24522,1,1,0,0,1,1
VA,24551,1,1,0,0,1,1
WA,98002,1,1,0,0,0,1
WA,98006,1,1,0,0,0,1
WA,98008,1,1,0,0,0,1
WA,98011,1,1,0,0,0,1
WA,98020,1,1,0,0,0,1
WA,98022,1,1,0,0,0,1
WA,98023,1,1,0,0,0,1
WA,98027,1,1,0,0,0,1
WA,98032,1,1,0,0,0,1
WA,98033,1,1,0,0,0,1
WA,98043,1,1,0,0,0,1
WA,98045,1,1,0,0,0,1
WA,98053,1,1,0,0,0,1
WA,98055,1,1,0,0,0,1
WA,98057,1,1,0,0,0,1
WA,98075,1,1,0,0,0,1
WA,98087,1,1,0,0,0,1
WA,98102,1,1,0,0,0,1
WA,98103,1,1,0,0,0,1
WA,98105,1,1,0,0,0,1
WA,98109,1,1,0,0,0,1
WA,98116,1,1,0,0,0,1
WA,98119,1,1,0,0,0,1
WA,98122,1,1,0,0,0,1
WA,98125,1,1,0,0,0,1
WA,98126,1,1,0,0,0,1
WA,98133,1,1,0,0,0,1
WA,98144,1,1,0,0,0,1
WA,98148,1,1,0,0,0,1
WA,98155,1,1,0,0,0,1
WA,98168,1,1,0,0,0,1
WA,98177,1,1,0,0,0,1
WA,98201,1,1,0,0,0,1
WA,98203,1,1,0,0,0,1
WA,98208,1,1,0,0,0,1
WA,98226,1,1,0,0,0,1
WA,98229,1,1,0,0,0,1
WA,98233,1,1,0,0,0,1
WA,98270,1,1,0,0,0,1
WA,98272,1,1,0,0,0,1
WA,98275,1,1,0,0,0,1
WA,98290,1,1,0,0,0,1
WA,98292,1,1,0,0,0,1
WA,98311,1,1,0,0,0,1
WA,98335,1,1,0,0,0,1
WA,98339,1,1,0,0,0,1
WA,98366,1,1,0,0,0,1
WA,98368,1,1,0,0,0,1
WA,98371,1,1,0,0,0,1
WA,98375,1,1,0,0,0,1
WA,98382,1,1,0,0,0,1
WA,98387,1,1,0,0,0,1
WA,98390,1,1,0,0,0,1
WA,98391,1,1,0,0,0,1
WA,98405,1,1,0,0,0,1
WA,98422,1,1,0,0,0,1
WA,98444,1,1,0,0,0,1
WA,98466,1,1,0,0,0,1
WA,98467,1,1,0,0,0,1
WA,98503,1,1,0,0,0,1
WA,98512,1,1,0,0,0,1
WA,98513,1,1,0,0,0,1
WA,98528,1,1,0,0,0,1
WA,98584,1,1,0,0,0,1
WA,98604,1,1,0,0,0,1
WA,98632,1,1,0,0,0,1
WA,98661,1,1,0,0,0,1
WA,98662,1,1,0,0,0,1
WA,98665,1,1,0,0,0,1
WA,98684,1,1,0,0,0,1
WA,98685,1,1,0,0,0,1
WA,98802,1,1,0,0,0,1
WA,98908,1,1,0,0,0,1
WA,98926,1,1,0,0,0,1
WA,99037,1,1,0,0,0,1
WA,99202,1,1,0,0,0,1
WA,99218,1,1,0,0,0,1
WA,99336,1,1,0,0,0,1
WA,99352,1,1,0,0,0,1
WI,53022,1,1,0,0,0,1
WI,53024,1,1,0,0,0,1
WI,53029,1,1,0,0,0,1
WI,53073,1,1,0,0,0,1
WI,53081,1,1,0,0,0,1
WI,53089,1,1,0,0,0,1
WI,53092,1,1,0,0,0,1
WI,53094,1,1,0,0,0,1
WI,53105,1,1,0,0,0,1
WI,53130,1,1,0,0,0,1
WI,53140,1,1,0,0,0,1
WI,53142,1,1,0,0,0,1
WI,53149,1,1,0,0,0,1
WI,53150,1,1,0,0,0,1
WI,53151,1,1,0,0,0,1
WI,53183,1,1,0,0,0,1
WI,53185,1,1,0,0,0,1
WI,53207,1,1,0,0,0,1
WI,53209,1,1,0,0,0,1
WI,53211,1,1,0,0,0,1
WI,53212,1,1,0,0,0,1
WI,53214,1,1,0,0,0,1
WI,53216,1,1,0,0,0,1
WI,53217,1,1,0,0,0,1
WI,53219,1,1,0,0,0,1
WI,53220,1,1,0,0,0,1
WI,53223,1,1,0,0,0,1
WI,53226,1,1,0,0,0,1
WI,53227,1,1,0,0,0,1
WI,53235,1,1,0,0,0,1
WI,53402,1,1,0,0,0,1
WI,53532,1,1,0,0,0,1
WI,53538,1,1,0,0,0,1
WI,53558,1,1,0,0,0,1
WI,53562,1,1,0,0,0,1
WI,53566,1,1,0,0,0,1
WI,53589,1,1,0,0,0,1
WI,53704,1,1,0,0,0,1
WI,53705,1,1,0,0,0,1
WI,53711,1,1,0,0,0,1
WI,53715,1,1,0,0,0,1
WI,53716,1,1,0,0,0,1
WI,53717,1,1,0,0,0,1
WI,53718,1,1,0,0,0,1
WI,53719,1,1,0,0,0,1
WI,53925,1,1,0,0,0,1
WI,54220,1,1,0,0,0,1
WI,54235,1,1,0,0,0,1
WI,54241,1,1,0,0,0,1
WI,54302,1,1,0,0,0,1
WI,54304,1,1,0,0,0,1
WI,54311,1,1,0,0,0,1
WI,54401,1,1,0,0,0,1
WI,54409,1,1,0,0,0,1
WI,54449,1,1,0,0,0,1
WI,54467,1,1,0,0,0,1
WI,54474,1,1,0,0,0,1
WI,54476,1,1,0,0,0,1
WI,54481,1,1,0,0,0,1
WI,54494,1,1,0,0,0,1
WI,54521,1,1,0,0,0,1
WI,54555,1,1,0,0,0,1
WI,54911,1,1,0,0,0,1
WI,54914,1,1,0,0,0,1
WI,54981,1,1,0,0,0,1
WI,54982,1,1,0,0,0,1
WV,24740,1,1,0,0,1,1
WV,24970,1,1,0,0,1,1
WV,25053,1,1,0,0,1,1
WV,25071,1,1,0,0,1,1
WV,25177,1,1,0,0,1,1
WV,25271,1,1,0,0,1,1
WV,25302,1,1,0,0,1,1
WV,25303,1,1,0,0,1,1
WV,25304,1,1,0,0,1,1
WV,25313,1,1,0,0,1,1
WV,25314,1,1,0,0,1,1
WV,25315,1,1,0,0,1,1
WV,25504,1,1,0,0,1,1
WV,25560,1,1,0,0,1,1
WV,25601,1,1,0,0,1,1
WV,25701,1,1,0,0,1,1
WV,25702,1,1,0,0,1,1
WV,25813,1,1,0,0,1,1
WV,25901,1,1,0,0,1,1
WV,25951,1,1,0,0,1,1
WV,25962,1,1,0,0,1,1
WV,26041,1,1,0,0,1,1
WV,26062,1,1,0,0,1,1
WV,26070,1,1,0,0,1,1
WV,26201,1,1,0,0,1,1
WV,26241,1,1,0,0,1,1
WV,26301,1,1,0,0,1,1
WY,82009,1,1,0,0,0,1
WY,82301,1,1,0,0,0,1
WY,82501,1,1,0,0,0,1
WY,82604,1,1,0,0,0,1
WY,82716,1,1,0,0,0,1
WY,82901,1,1,0,0,0,1
WY,82930,1,1,0,0,0,1
WY,82935,1,1,0,0,0,1
WY,83001,1,1,0,0,0,1
